Kidid,Sex,Treatment,Date,pen,week,bwtkg,Breed,weight,adg,Mentation,bodyposture,resp,bellyfill,fecal,rectal_temp,temp,RespYN,DiaYN,FeverYN,fever2yn,Total_HS,SickYN,sickhsyn,composite,ExYN10,trt0yn10,DIADis,TRT,TRT2
502607,D,Trt,6/23/2021,A6,3,3,S,5.6,0,0,0,2,0,2,2,105.8,1,1,1,1,6,1,1,1,0,0,6,TRT7,SEV
502824,D,Con,8/3/2021,B,6,3.4,S,12.6,-0.142857143,0,0,2,0,2,2,105.6,1,1,1,1,6,1,1,1,0,1,12,CON14,FOUR
502831,D,Trt,7/14/2021,B,3,2.9,A,6.8,0.285714286,0,0,2,0,2,2,105.2,1,1,1,1,6,1,1,1,0,1,11,TRT14,FOUR
502852,D,Con,7/14/2021,B,3,3.5,N,6.8,0.171428571,0,0,2,0,2,2,106.4,1,1,1,1,6,1,1,1,0,0,10,CON14,FOUR
502953,D,Trt,7/20/2021,B3,3,3.5,N,7.6,-0.171428571,0,0,2,0,2,2,105.8,1,1,1,1,6,1,1,1,0,1,12,TRT14,FOUR
503064,D,Con,7/20/2021,B5,3,3.4,S,7.8,0.142857143,0,0,2,0,2,2,105.1,1,1,1,1,6,1,1,1,0,1,7,CON7,SEV
502691,D,Trt,6/30/2021,A3,3,2.5,A,6.2,0.085714286,0,1,2,0,2,1,104,1,1,1,0,6,1,1,1,1,1,11,TRT14,FOUR
502710,D,Con,6/15/2021,A4,1,3.5,N,5.4,0.085714286,0,0,2,1,2,1,104.2,1,1,1,0,6,1,1,1,0,1,10,CON14,FOUR
502726,D,Con,6/30/2021,A3,3,3.2,S,6,0,0,0,2,1,2,1,100.5,1,1,1,0,6,1,1,1,0,1,9,CON14,FOUR
502758,D,Con,6/23/2021,A2,2,2.5,T,4.2,0.142857143,0,0,2,1,2,1,103.8,1,1,1,0,6,1,1,1,1,0,6,CON7,SEV
502820,D,Con,7/14/2021,B,3,3.1,A,6.4,0.142857143,0,0,2,1,2,1,103.9,1,1,1,0,6,1,1,1,0,1,13,CON14,FOUR
502847,D,Trt,7/7/2021,B,2,3,S,4.2,-0.114285714,0,0,2,1,2,1,103.8,1,1,1,0,6,1,1,1,0,0,10,TRT14,FOUR
503145,D,Trt,7/27/2021,B7,3,2.5,T,3,0,0,1,2,1,2,0,102,1,1,0,0,6,1,1,1,0,0,5,TRT7,SEV
104936,B,Con,6/15/2021,A5,2,3.5,S,5.2,0.028571429,0,1,2,0,2,0,103.2,1,1,0,0,5,1,1,1,1,1,6,CON7,SEV
502536,D,Con,7/7/2021,A6,5,3.5,S,7.6,0.085714286,0,0,2,1,2,0,103.1,1,1,0,0,5,1,1,1,0,0,8,CON14,FOUR
502575,D,Trt,6/23/2021,A6,3,3.4,N,7.6,0.057142857,0,0,2,0,2,1,103.9,1,1,1,0,5,1,1,1,0,0,7,TRT7,SEV
502626,D,Con,7/21/2021,A4,6,3.5,A,4.4,-0.4,0,0,2,0,2,1,100.5,1,1,1,0,5,1,1,1,0,0,12,CON14,FOUR
502634,D,Con,6/30/2021,A4,3,2.9,S,7.4,0.171428571,0,0,2,0,2,1,104.4,1,1,1,0,5,1,1,1,0,0,12,CON14,FOUR
502635,D,Trt,6/30/2021,A4,3,3,N,6.4,0,0,0,2,1,2,0,102.8,1,1,0,0,5,1,1,1,0,0,12,TRT14,FOUR
502669,D,Trt,6/15/2021,A5,2,3.6,A,5.8,0.085714286,0,1,2,0,2,0,103.1,1,1,0,0,5,1,1,1,0,1,5,TRT7,SEV
502688,D,Con,6/30/2021,A4,3,2.4,S,5.2,-0.057142857,0,0,2,1,2,0,102.4,1,1,0,0,5,1,1,1,0,0,11,CON14,FOUR
502693,D,Trt,6/30/2021,A4,3,3.4,A,5.8,0,0,0,2,1,2,0,103.1,1,1,0,0,5,1,1,1,0,1,11,TRT14,FOUR
502701,D,Trt,6/30/2021,A4,3,3.6,S,6.2,-0.028571429,0,0,2,0,2,1,103.8,1,1,1,0,5,1,1,1,0,0,11,TRT14,FOUR
502721,D,Trt,6/15/2021,A3,1,3.2,A,6.6,0.314285714,0,0,2,0,2,1,103.9,1,1,1,0,5,1,1,1,0,1,9,TRT14,FOUR
502724,D,Con,6/30/2021,A3,3,4.3,N,9.4,0.142857143,0,0,2,0,2,1,104,1,1,1,0,5,1,1,1,0,0,9,CON14,FOUR
502729,D,Trt,7/7/2021,A2,4,2.4,S,5.2,0,0,0,2,1,2,0,102.2,1,1,0,0,5,1,1,1,0,0,9,TRT14,FOUR
502741,D,Trt,6/23/2021,A3,2,3.6,S,5.6,-0.142857143,0,0,2,0,2,1,103.9,1,1,1,0,5,1,1,1,0,1,7,TRT7,SEV
502759,D,Trt,6/30/2021,A2,3,4.3,S,7.6,0.171428571,0,0,2,0,2,1,104.6,1,1,1,0,5,1,1,1,0,0,6,TRT7,SEV
502762,D,Con,6/23/2021,A2,2,3.2,S,4.8,0.142857143,0,0,2,1,2,0,102.8,1,1,0,0,5,1,1,1,1,0,6,CON7,SEV
502770,D,Con,6/30/2021,A2,3,3.6,S,8.4,0.314285714,0,0,2,0,2,1,103.6,1,1,1,0,5,1,1,1,0,0,5,CON7,SEV
502771,D,Trt,6/23/2021,A2,2,2.6,S,5.8,0.257142857,0,0,2,0,2,1,104.2,1,1,1,0,5,1,1,1,0,0,5,TRT7,SEV
502802,D,Con,6/23/2021,A1,1,2.5,S,5,0.257142857,0,0,2,0,2,1,103.7,1,1,1,0,5,1,1,1,0,0,6,CON7,SEV
502829,D,Trt,6/29/2021,B,1,3.1,S,5.2,0.028571429,0,0,2,0,2,1,103.9,1,1,1,0,5,1,1,1,0,0,11,TRT14,FOUR
502832,D,Con,7/14/2021,B,3,2.3,S,5.6,0.285714286,0,0,2,0,2,1,103.6,1,1,1,0,5,1,1,1,0,1,11,CON14,FOUR
502904,D,Con,7/14/2021,B2,3,3.2,A,5.2,0.114285714,0,0,2,0,2,1,104.2,1,1,1,0,5,1,1,1,0,0,7,CON7,SEV
502957,D,Trt,8/3/2021,B3,5,3.3,N,12.4,-0.171428571,0,0,2,0,2,1,104.6,1,1,1,0,5,1,1,1,0,1,11,TRT14,FOUR
502984,D,Con,7/13/2021,B3,2,3.6,S,6.8,0.171428571,0,0,2,0,2,1,104.6,1,1,1,0,5,1,1,1,0,0,10,CON14,FOUR
502999,D,Trt,7/27/2021,B4,4,3.1,L,9,0.2,0,0,2,1,2,0,103.4,1,1,0,0,5,1,1,1,0,0,10,TRT14,FOUR
503032,D,Con,8/3/2021,B5,5,3.2,S,8.6,0.2,0,0,2,0,2,1,100.8,1,1,1,0,5,1,1,1,0,0,8,CON14,FOUR
503047,D,Trt,8/3/2021,B5,5,3.7,S,7.2,0,0,0,2,1,2,0,102.9,1,1,0,0,5,1,1,1,0,0,8,TRT14,FOUR
503080,D,Con,7/13/2021,B5,2,3.2,S,6.4,0.257142857,0,0,2,0,2,1,104.9,1,1,1,0,5,1,1,1,0,0,6,CON7,SEV
503137,D,Trt,7/27/2021,B7,3,4,N,7,0.171428571,0,0,2,0,2,1,104.6,1,1,1,0,5,1,1,1,0,1,6,TRT7,SEV
104937,B,Trt,7/7/2021,A5,5,4.4,S,6.2,-0.142857143,0,0,2,0,2,0,103.3,1,1,0,0,4,1,1,1,1,1,6,TRT7,SEV
502473,D,Trt,6/15/2021,A5,2,3.5,S,5.2,-0.171428571,0,0,2,0,2,0,101.5,1,1,0,0,4,1,1,1,0,0,11,TRT14,FOUR
502503,D,Trt,6/15/2021,A5,2,2.6,A,6.4,0.142857143,0,0,2,0,2,0,102.9,1,1,0,0,4,1,1,1,0,0,10,TRT14,FOUR
502582,D,Con,6/15/2021,A5,2,3.6,S,8,0.2,0,0,2,0,2,0,103.3,1,1,0,0,4,1,1,1,0,1,7,CON7,SEV
502600,D,Con,7/7/2021,A6,5,3,S,8.6,0.028571429,0,0,2,0,2,0,102.5,1,1,0,0,4,1,1,1,0,0,6,CON7,SEV
502606,D,Con,6/15/2021,A5,2,3.5,S,5.8,0.085714286,0,0,2,0,2,0,102.9,1,1,0,0,4,1,1,1,0,0,6,CON7,SEV
502613,D,Trt,7/7/2021,A6,5,3.4,N,9.8,0.285714286,0,0,2,0,2,0,102.3,1,1,0,0,4,1,1,1,0,1,6,TRT7,SEV
502639,D,Trt,6/15/2021,A5,2,3.8,S,6.8,0,0,0,2,0,2,0,102.8,1,1,0,0,4,1,1,1,0,0,5,TRT7,SEV
502686,D,Con,6/23/2021,A3,2,3.1,A,6.8,0.114285714,0,0,2,0,2,0,102.5,1,1,0,0,4,1,1,1,0,1,11,CON14,FOUR
502691,D,Trt,6/15/2021,A3,1,2.5,S,5.4,0.342857143,0,0,2,0,2,0,103.1,1,1,0,0,4,1,1,1,1,1,11,TRT14,FOUR
502717,D,Trt,6/15/2021,A3,1,3.5,S,6.6,0.285714286,0,0,2,0,2,0,103.5,1,1,0,0,4,1,1,1,0,0,9,TRT14,FOUR
502719,B,Trt,6/23/2021,A3,2,3.9,A,8.2,0,0,0,2,0,2,0,103.2,1,1,0,0,4,1,1,1,0,0,9,TRT14,FOUR
502727,D,Trt,6/23/2021,A3,2,2.5,S,5.6,0.057142857,0,0,2,0,2,0,102.7,1,1,0,0,4,1,1,1,0,1,9,TRT14,FOUR
502742,D,Con,7/7/2021,A2,4,3.3,S,7,-0.171428571,0,0,2,0,2,0,101.9,1,1,0,0,4,1,1,1,1,1,7,CON7,SEV
502758,D,Con,6/30/2021,A2,3,2.5,T,5,0.114285714,0,0,2,0,2,0,103.1,1,1,0,0,4,1,1,1,1,0,6,CON7,SEV
502770,D,Con,6/15/2021,A2,1,3.6,S,5.2,0.142857143,0,0,2,0,2,0,103.3,1,1,0,0,4,1,1,1,0,0,5,CON7,SEV
502770,D,Con,6/23/2021,A2,2,3.6,S,6.2,0.142857143,0,0,2,0,2,0,103.5,1,1,0,0,4,1,1,1,0,0,5,CON7,SEV
502788,D,Con,6/30/2021,A2,3,,S,7,0.257142857,0,0,2,0,2,0,103.1,1,1,0,0,4,1,1,1,0,0,1,CON7,SEV
502839,D,Trt,6/29/2021,B,1,3.4,A,5.4,0,0,0,2,0,2,0,102.7,1,1,0,0,4,1,1,1,0,1,10,TRT14,FOUR
502839,D,Trt,7/14/2021,B,3,3.4,A,7.8,0.257142857,0,0,2,0,2,0,103,1,1,0,0,4,1,1,1,0,1,10,TRT14,FOUR
502840,D,Con,8/3/2021,B1,6,3.8,N,11.8,0.114285714,0,0,2,0,2,0,103.5,1,1,0,0,4,1,1,1,0,1,10,CON14,FOUR
502904,D,Con,7/20/2021,B2,4,3.2,A,6.8,0.228571429,0,0,2,0,2,0,102.8,1,1,0,0,4,1,1,1,0,0,7,CON7,SEV
502917,D,Trt,7/14/2021,B2,3,4.4,S,6.4,-0.057142857,0,0,2,0,2,0,103,1,1,0,0,4,1,1,1,0,0,6,TRT7,SEV
503073,D,Trt,8/17/2021,B6,6,2.5,S,10.8,0.028571429,0,0,2,0,2,0,103.4,1,1,0,0,4,1,1,1,1,0,13,TRT14,FOUR
503088,D,Con,8/3/2021,B6,4,3.9,S,9.4,0.142857143,0,0,2,0,2,0,103.4,1,1,0,0,4,1,1,1,0,0,12,CON14,FOUR
503103,D,Trt,7/6/2021,B6,0,4,A,4,0,0,0,2,0,2,0,103.5,1,1,0,0,4,1,1,1,1,1,10,TRT14,FOUR
503115,D,Trt,7/6/2021,B7,0,3.7,S,3,-0.077777778,0,0,2,0,2,0,103,1,1,0,0,4,1,1,1,1,0,9,TRT14,FOUR
503124,D,Con,7/27/2021,B7,3,3.1,A,7.6,0.314285714,0,0,2,0,2,0,103.3,1,1,0,0,4,1,1,1,0,1,7,CON7,SEV
502951,D,Trt,8/10/2021,B3,6,3.7,N,11,0.314285714,0,0,2,1,1,2,107.8,1,0,1,1,6,1,1,1,0,1,12,TRT14,FOUR
502776,D,Con,7/14/2021,A2,5,3.9,S,7.6,0.314285714,0,0,2,0,1,2,105.2,1,0,1,1,5,1,1,1,0,0,4,CON7,SEV
502820,D,Con,7/7/2021,B,2,3.1,A,5.4,0.057142857,0,0,2,1,0,2,105.3,1,0,1,1,5,1,1,1,0,1,13,CON14,FOUR
502821,D,Trt,7/14/2021,B,3,3.6,S,9.2,0.371428571,0,0,2,0,1,2,105.1,1,0,1,1,5,1,1,1,0,1,13,TRT14,FOUR
502852,D,Con,8/3/2021,B,6,3.5,N,8.4,-0.028571429,0,0,2,1,1,2,105.9,1,0,1,1,5,1,1,1,0,0,10,CON14,FOUR
502952,D,Con,7/6/2021,B4,1,2.9,S,6.2,0.285714286,0,0,2,1,0,2,105.4,1,0,1,1,5,1,1,1,0,1,12,CON14,FOUR
503047,D,Trt,8/10/2021,B5,6,3.7,S,7.8,0.085714286,0,0,2,0,1,2,105.3,1,0,1,1,5,1,1,1,0,0,8,TRT14,FOUR
503059,D,Trt,7/13/2021,B5,2,3,T,5.4,0.142857143,0,0,2,1,0,2,105.3,1,0,1,1,5,1,1,1,0,0,7,TRT7,SEV
503094,D,Con,7/27/2021,B6,3,3.7,A,6.6,-0.114285714,0,0,2,0,1,2,106.4,1,0,1,1,5,1,1,1,0,1,10,CON14,FOUR
503112,D,Con,8/3/2021,B6,4,2.2,T,4.2,-0.114285714,0,0,2,0,1,2,105.6,1,0,1,1,5,1,1,1,1,1,9,CON14,FOUR
502700,D,Con,6/15/2021,A3,1,3.2,N,6,0.285714286,0,0,2,0,0,2,105.1,1,0,1,1,4,1,1,1,0,1,11,CON14,FOUR
502787,D,Trt,7/21/2021,A1,5,3,N,9.2,0.171428571,0,0,2,0,0,2,105.5,1,0,1,1,4,1,1,1,0,1,7,TRT7,SEV
502812,D,Con,7/21/2021,A1,5,3.6,T,9.4,-0.171428571,0,0,2,0,0,2,105.1,1,0,1,1,4,1,1,1,0,0,5,CON7,SEV
502859,D,Trt,8/3/2021,B1,6,3,S,11.6,-0.085714286,0,0,2,0,0,2,106.1,1,0,1,1,4,1,1,1,0,1,10,TRT14,FOUR
503024,D,Con,8/3/2021,B5,5,3.4,S,9,0.085714286,0,0,2,0,0,2,105.1,1,0,1,1,4,1,1,1,0,0,9,CON14,FOUR
503074,D,Con,8/3/2021,B6,4,3.6,S,9.2,-0.057142857,0,0,2,0,0,2,105.6,1,0,1,1,4,1,1,1,0,0,13,CON14,FOUR
503108,D,Con,8/17/2021,B7,6,2.3,T,8,-0.142857143,0,0,2,0,0,2,106.2,1,0,1,1,4,1,1,1,1,1,10,CON14,FOUR
503137,D,Trt,8/10/2021,B7,5,4,N,9.4,0.142857143,0,0,2,0,0,2,105.2,1,0,1,1,4,1,1,1,0,1,6,TRT7,SEV
502773,D,Trt,6/30/2021,A1,2,2.8,S,4.8,-0.028571429,0,1,2,1,1,1,103.6,1,0,1,0,6,1,1,1,0,1,11,TRT14,FOUR
502927,D,Trt,7/20/2021,B2,4,3.6,S,4.8,-0.057142857,0,0,2,1,1,1,104.2,1,0,1,0,6,1,1,1,0,0,5,TRT7,SEV
104887,B,Trt,6/15/2021,A3,1,3.7,N,6.6,0.342857143,0,1,2,0,1,1,104.4,1,0,1,0,5,1,1,1,0,0,10,TRT14,FOUR
502758,D,Con,7/21/2021,A2,6,2.5,T,5.6,-0.057142857,0,0,2,1,1,1,104.6,1,0,1,0,5,1,1,1,1,0,6,CON7,SEV
502782,D,Con,6/30/2021,A1,2,2.5,S,4,-0.114285714,0,0,2,1,1,1,102.7,1,0,1,0,5,1,1,1,0,0,8,CON14,FOUR
502847,D,Trt,7/14/2021,B,3,3,S,6,0.257142857,0,0,2,1,1,1,103.7,1,0,1,0,5,1,1,1,0,0,10,TRT14,FOUR
502888,D,Con,7/28/2021,B1,5,2.7,A,8.8,0.228571429,0,0,2,1,1,1,103.7,1,0,1,0,5,1,1,1,0,0,8,CON14,FOUR
502900,D,Con,7/14/2021,B2,3,3.3,S,4.8,0.057142857,0,1,2,0,1,1,103.7,1,0,1,0,5,1,1,1,0,0,7,CON7,SEV
502909,D,Trt,7/20/2021,B2,4,3.8,S,5.4,0.114285714,0,0,2,1,1,1,103.6,1,0,1,0,5,1,1,1,0,0,6,TRT7,SEV
502923,D,Trt,7/27/2021,B2,5,3,A,9,0.428571429,0,0,2,1,1,1,104.5,1,0,1,0,5,1,1,1,0,0,6,TRT7,SEV
502932,D,Con,6/22/2021,B2,0,3.1,S,3.2,0.011111111,1,1,2,1,0,0,102.5,1,0,0,0,5,1,1,1,1,1,5,CON7,SEV
502938,D,Con,6/29/2021,B2,1,3,S,3.8,0.142857143,0,0,2,1,1,1,103.7,1,0,1,0,5,1,1,1,0,0,5,CON7,SEV
502942,D,Con,8/3/2021,B3,5,3.2,N,6.4,-0.228571429,0,0,2,1,1,1,104.5,1,0,1,0,5,1,1,1,0,0,12,CON14,FOUR
503005,D,Trt,7/13/2021,B4,2,3,L,5,0.114285714,0,0,2,1,1,1,103.9,1,0,1,0,5,1,1,1,0,0,10,TRT14,FOUR
503008,D,Con,7/6/2021,B4,1,3.1,S,5.2,0.2,0,0,2,1,1,1,104.1,1,0,1,0,5,1,1,1,0,1,10,CON14,FOUR
503010,D,Con,7/6/2021,B4,1,4,N,7.2,0.371428571,0,0,2,1,1,1,104.7,1,0,1,0,5,1,1,1,0,1,9,CON14,FOUR
503064,D,Con,7/27/2021,B5,4,3.4,S,6.2,-0.228571429,0,0,2,1,1,1,104,1,0,1,0,5,1,1,1,0,1,7,CON7,SEV
503128,D,Con,7/6/2021,B7,0,3.8,S,3.6,-0.022222222,0,0,2,1,1,1,103.8,1,0,1,0,5,1,1,1,1,1,7,CON7,SEV
503140,D,Con,7/6/2021,B7,0,3.3,A,3.2,-0.011111111,0,0,2,1,1,1,104.6,1,0,1,0,5,1,1,1,1,0,6,CON7,SEV
104881,B,Trt,6/30/2021,A5,4,3.2,S,6.6,-0.171428571,0,0,2,0,1,1,104,1,0,1,0,4,1,1,1,1,0,4,TRT7,SEV
104887,B,Trt,6/23/2021,A3,2,3.7,S,5.6,-0.142857143,0,0,2,1,1,0,101.7,1,0,0,0,4,1,1,1,0,0,10,TRT14,FOUR
104887,B,Trt,6/30/2021,A3,3,3.7,S,6.6,0.142857143,0,0,2,1,1,0,103.3,1,0,0,0,4,1,1,1,0,0,10,TRT14,FOUR
502491,D,Trt,6/23/2021,A5,3,3.7,S,8.8,0.257142857,0,0,2,0,1,1,104.4,1,0,1,0,4,1,1,1,0,0,10,TRT14,FOUR
502526,D,Con,6/15/2021,A5,2,3.2,A,6,0.142857143,0,1,2,0,0,1,103.8,1,0,1,0,4,1,1,1,0,0,9,CON14,FOUR
502552,D,Con,6/15/2021,A6,2,3.5,A,7.4,0.171428571,0,0,2,0,1,1,103.6,1,0,1,0,4,1,1,1,0,1,8,CON14,FOUR
502572,D,Con,7/7/2021,A6,5,3.4,S,7.8,-0.114285714,0,0,2,0,1,1,103.9,1,0,1,0,4,1,1,1,0,1,8,CON14,FOUR
502607,D,Trt,6/15/2021,A6,2,3,S,5.6,-0.028571429,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,0,6,TRT7,SEV
502609,D,Trt,6/30/2021,A5,4,3.9,S,11,0.2,0,0,2,0,1,1,103.8,1,0,1,0,4,1,1,1,0,1,6,TRT7,SEV
502612,D,Con,7/7/2021,A6,5,3.6,S,8,0.028571429,0,0,2,1,0,1,104.8,1,0,1,0,4,1,1,1,0,0,6,CON7,SEV
502632,D,Con,6/15/2021,A5,2,3.6,S,5.4,-0.057142857,0,0,2,0,1,1,104.5,1,0,1,0,4,1,1,1,0,0,5,CON7,SEV
502633,D,Trt,6/15/2021,A6,2,3.8,N,7.6,0.171428571,0,0,2,0,1,1,103.6,1,0,1,0,4,1,1,1,0,1,5,TRT7,SEV
502669,D,Trt,6/30/2021,A5,4,3.6,A,7,0.171428571,0,0,2,0,1,1,104.4,1,0,1,0,4,1,1,1,0,1,5,TRT7,SEV
502689,D,Trt,6/30/2021,A4,3,2.5,A,7.8,0.171428571,0,0,2,0,1,1,103.9,1,0,1,0,4,1,1,1,0,1,11,TRT14,FOUR
502692,D,Con,6/15/2021,A4,1,3.3,S,6,0.057142857,0,1,2,0,0,1,104,1,0,1,0,4,1,1,1,0,1,11,CON14,FOUR
502699,D,Trt,6/15/2021,A4,1,2.5,A,4.2,0.028571429,0,0,2,1,0,1,104.5,1,0,1,0,4,1,1,1,0,0,11,TRT14,FOUR
502706,D,Con,6/30/2021,A4,3,3.3,S,7.6,0.171428571,0,0,2,0,1,1,104.4,1,0,1,0,4,1,1,1,0,1,10,CON14,FOUR
502725,D,Trt,6/15/2021,A3,1,4.2,A,6.8,0.285714286,0,0,2,0,1,1,103.9,1,0,1,0,4,1,1,1,0,0,9,TRT14,FOUR
502737,D,Trt,6/30/2021,A2,3,3.4,S,8.2,0.171428571,0,0,2,0,1,1,103.7,1,0,1,0,4,1,1,1,0,0,7,TRT7,SEV
502751,D,Trt,6/23/2021,A2,2,3.9,S,7.2,0.428571429,0,0,2,0,1,1,104,1,0,1,0,4,1,1,1,0,0,6,TRT7,SEV
502758,D,Con,7/7/2021,A2,4,2.5,T,4.8,-0.028571429,0,0,2,1,0,1,104.4,1,0,1,0,4,1,1,1,1,0,6,CON7,SEV
502758,D,Con,7/14/2021,A2,5,2.5,T,6,0.171428571,0,0,2,0,1,1,103.6,1,0,1,0,4,1,1,1,1,0,6,CON7,SEV
502759,D,Trt,7/14/2021,A2,5,4.3,S,8.6,0.342857143,0,0,2,0,1,1,104,1,0,1,0,4,1,1,1,0,0,6,TRT7,SEV
502766,D,Con,6/15/2021,A2,1,2.9,S,3.8,0.028571429,0,0,2,0,1,1,103.9,1,0,1,0,4,1,1,1,0,0,5,CON7,SEV
502772,D,Con,6/15/2021,A2,1,2.5,S,3.6,0.085714286,0,1,2,0,0,1,103.6,1,0,1,0,4,1,1,1,0,1,5,CON7,SEV
502775,D,Trt,7/7/2021,A2,4,4,S,7.4,-0.114285714,0,0,2,1,1,0,102.6,1,0,0,0,4,1,1,1,0,0,4,TRT7,SEV
502776,D,Con,7/21/2021,A2,6,3.9,S,6.2,-0.2,1,0,2,1,0,0,102.5,1,0,0,0,4,1,1,1,0,0,4,CON7,SEV
502780,D,Con,7/14/2021,A1,4,2.9,S,8.2,0.171428571,0,0,2,1,0,1,105,1,0,1,0,4,1,1,1,0,0,8,CON14,FOUR
502827,D,Trt,7/14/2021,B,3,3.7,S,10.2,0.342857143,0,0,2,0,1,1,104.2,1,0,1,0,4,1,1,1,0,0,12,TRT14,FOUR
502829,D,Trt,7/14/2021,B,3,3.1,S,7.4,0.142857143,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,0,11,TRT14,FOUR
502837,D,Trt,8/3/2021,B,6,3.7,S,12.6,0.028571429,0,0,2,0,1,1,103.9,1,0,1,0,4,1,1,1,0,1,11,TRT14,FOUR
502843,D,Trt,6/29/2021,B,1,2.8,A,4.2,0.028571429,0,0,2,0,1,1,104.3,1,0,1,0,4,1,1,1,0,0,10,TRT14,FOUR
502846,D,Con,6/29/2021,B,1,4,N,6,0.085714286,0,0,2,1,0,1,103.6,1,0,1,0,4,1,1,1,0,0,10,CON14,FOUR
502859,D,Trt,7/14/2021,B1,3,3,S,8.2,0.285714286,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,1,10,TRT14,FOUR
502862,D,Con,7/14/2021,B,3,3.5,S,6.2,0.085714286,0,0,2,1,0,1,104.9,1,0,1,0,4,1,1,1,0,1,9,CON14,FOUR
502867,D,Trt,7/28/2021,B1,5,3.3,S,8.6,0.257142857,0,0,2,1,1,0,102,1,0,0,0,4,1,1,1,0,1,9,TRT14,FOUR
502879,D,Trt,7/7/2021,B1,2,3.2,A,6.6,0.257142857,0,0,2,0,1,1,103.7,1,0,1,0,4,1,1,1,0,0,8,TRT14,FOUR
502886,D,Con,7/7/2021,B1,2,4.1,S,5,-0.285714286,0,0,2,1,1,0,102.4,1,0,0,0,4,1,1,1,0,0,8,CON14,FOUR
502886,D,Con,7/14/2021,B1,3,4.1,S,6.6,0.228571429,0,0,2,1,1,0,102.4,1,0,0,0,4,1,1,1,0,0,8,CON14,FOUR
502889,D,Trt,7/14/2021,B1,3,3,S,7.2,0.228571429,0,0,2,0,1,1,104.5,1,0,1,0,4,1,1,1,0,0,8,TRT14,FOUR
502893,D,Trt,6/22/2021,B1,0,3.1,A,3.8,0.077777778,0,0,2,0,1,1,103.7,1,0,1,0,4,1,1,1,1,0,7,TRT7,SEV
502894,D,Con,7/20/2021,B2,4,3,A,7,0.171428571,0,0,2,0,1,1,104.4,1,0,1,0,4,1,1,1,0,0,7,CON7,SEV
502901,D,Trt,6/29/2021,B2,1,3.6,S,5.8,0.371428571,0,0,2,0,1,1,103.8,1,0,1,0,4,1,1,1,1,0,7,TRT7,SEV
502901,D,Trt,7/7/2021,B2,2,3.6,S,4.6,-0.171428571,0,0,2,1,1,0,103.3,1,0,0,0,4,1,1,1,1,0,7,TRT7,SEV
502903,D,Trt,7/28/2021,B1,5,3.6,A,11,0.285714286,0,0,2,0,1,1,103.6,1,0,1,0,4,1,1,1,0,0,7,TRT7,SEV
502904,D,Con,6/29/2021,B2,1,3.2,A,4.4,0.2,0,0,2,1,1,0,102.7,1,0,0,0,4,1,1,1,0,0,7,CON7,SEV
502904,D,Con,7/27/2021,B2,5,3.2,A,9.8,0.428571429,0,0,2,0,1,1,104.9,1,0,1,0,4,1,1,1,0,0,7,CON7,SEV
502923,D,Trt,7/20/2021,B2,4,3,A,6,0,0,0,2,1,0,1,104.4,1,0,1,0,4,1,1,1,0,0,6,TRT7,SEV
502951,D,Trt,7/20/2021,B3,3,3.7,N,4.6,-0.314285714,0,0,2,0,1,1,104.3,1,0,1,0,4,1,1,1,0,1,12,TRT14,FOUR
502960,D,Con,7/20/2021,B3,3,3.1,S,6.4,-0.114285714,0,0,2,0,1,1,104.5,1,0,1,0,4,1,1,1,0,1,11,CON14,FOUR
502968,D,Con,7/20/2021,B4,3,3.6,L,6.8,0.057142857,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,1,11,CON14,FOUR
502990,D,Con,7/27/2021,B4,4,3.2,S,9.8,0.457142857,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,1,10,CON14,FOUR
503000,D,Con,8/3/2021,B3,5,3.2,S,8.8,0,0,0,2,0,1,1,104.9,1,0,1,0,4,1,1,1,0,1,10,CON14,FOUR
503007,D,Trt,8/10/2021,B4,6,3.3,S,11.4,-0.057142857,0,0,2,0,1,1,103.7,1,0,1,0,4,1,1,1,0,1,10,TRT14,FOUR
503009,D,Trt,7/27/2021,B4,4,4.1,S,10.2,0.542857143,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,0,10,TRT14,FOUR
503025,D,Trt,7/13/2021,B4,2,3.3,A,6.2,0.114285714,0,0,2,1,1,0,103.5,1,0,0,0,4,1,1,1,0,1,9,TRT14,FOUR
503032,D,Con,8/10/2021,B5,6,3.2,S,8.6,0,0,0,2,0,1,1,104.4,1,0,1,0,4,1,1,1,0,0,8,CON14,FOUR
503033,D,Trt,7/6/2021,B4,1,3.2,S,5.8,0.371428571,0,0,2,0,1,1,104.7,1,0,1,0,4,1,1,1,0,0,8,TRT14,FOUR
503034,D,Con,7/20/2021,B4,3,3.5,A,6.6,-0.171428571,0,0,2,0,1,1,104.1,1,0,1,0,4,1,1,1,0,1,8,CON14,FOUR
503047,D,Trt,7/27/2021,B5,4,3.7,S,7.2,0.085714286,0,0,2,0,1,1,104,1,0,1,0,4,1,1,1,0,0,8,TRT14,FOUR
