obs,Kidid,bwtkg,Sex,BDAT,Treatment,Date,DIAenroll,DisDay,DIADis,TRT,TRT2,Deadvsdis,Died2wyn,pen,week,Breed,Mentation,bodyposture,resp,bellyfill,fecal,rectal_temp,temp,Total_HS,ExYN10,Exreason,Dead_YN10,Dead_3wYN10,dieage,DFDDie,dieddat,diereason,trt0yn10,Trt0Event,Trt0diar,Trt0pneu,Trt0Age,Trt0dat,Trt0rem,trt1yn10,Trt1Event,Trt1diar,Trt1pneu,Trt1Age,DFDT1,trt1yn10threewk,DFDT1threewk,Trt1dat,Trt1rem,Trt2Event,Trt2Age,Trt2dat,Trt2rem,Trt3Event,Trt3Age,Trt3dat,Trt3rem,Ttr4Even,Trt4Age,Trt4dat,Trt4rem,weight,6wkwt,6wkdat,time,adg
520,503118,2.6,D,6/29/2021,Con,7/6/2021,7,7/7/2021,8,CON14,FOUR,,,B6,0,S,0,0,1,1,0,1,104.1,3,0,,0,0,,50,,,1,BBPNEU,0,1,6,7/5/2021,ZUPREVO,1,BBDIAR,1,0,10,2,1,2,7/9/2021,SULFA,,,,,,,,,,,,,3.2,9,8/17/2021,42,0.138095238
423,503008,3.1,D,6/20/2021,Con,6/29/2021,9,6/30/2021,10,CON14,FOUR,,,B4,0,S,0,0,0,0,0,1,103.7,1,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/27/2021,ZUPREVO,1,BBDIAR,1,0,12,2,1,2,7/2/2021,SULFA,BBPNEU,25,7/15/2021,NUFL BAN,,,,,,,,,3.8,10.6,8/10/2021,42,0.161904762
401,503000,3.2,D,6/20/2021,Con,6/29/2021,9,6/30/2021,10,CON14,FOUR,,,B3,0,S,0,0,1,0,0,1,103.7,2,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/27/2021,ZUPREVO,1,BBDIAR,1,0,12,2,1,2,7/2/2021,SULFA,,,,,,,,,,,,,5.4,11.4,8/10/2021,42,0.142857143
168,502736,3.7,D,6/2/2021,Con,6/8/2021,6,6/9/2021,7,CON7,SEV,,,A3,0,S,0,0,1,0,0,0,103.4,1,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/9/2021,ZUPREVO,1,BBDIAR,1,0,9,2,1,2,6/11/2021,SULFA,,,,,,,,,,,,,4,11.2,7/21/2021,43,0.16744186
513,503103,4,D,6/27/2021,Trt,7/6/2021,9,7/7/2021,10,TRT14,FOUR,,,B6,0,A,0,0,2,0,2,0,103.5,4,1,THS,0,0,,50,,,1,BBPNEU,0,1,9,7/6/2021,ZUPREVO,1,BBDIAR,1,0,12,2,1,2,7/9/2021,SULFA,BBPNEU,28,7/25/2021,NUFL BAN,,,,,,,,,4,11.2,8/17/2021,42,0.171428571
7,104886,4,B,5/30/2021,Con,6/8/2021,9,6/9/2021,10,CON14,FOUR,,,A3,0,S,0,0,0,0,0,1,103.9,1,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/7/2021,ZUPREVO,1,BBDIAR,1,0,12,2,1,2,6/11/2021,SULFA,BBPNEU,37,7/6/2021,NUFL BAN,,,,,,,,,5.2,11,7/21/2021,43,0.134883721
349,502928,3.4,D,6/18/2021,Con,6/22/2021,4,6/23/2021,5,CON7,SEV,19,0,B2,0,S,0,0,1,0,0,0,103.1,1,0,,1,0,27,22,7/15/2021,DIARR           ,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/25/2021,ZUPREVO,BBDIAR,14,7/2/2021,SULFA,,,,,,,,,3.2,,8/3/2021,42,
377,502956,3.8,D,6/19/2021,Con,6/29/2021,10,6/30/2021,11,CON14,FOUR,25,0,B3,0,L,0,0,0,0,0,0,102.8,0,0,,1,0,34,23,7/23/2021,PNEUM.          ,0,,0,0,,,,1,BBDIAR,1,0,13,2,1,2,7/2/2021,SULFA,BBPNEU,18,7/7/2021,ZUPREVO,BBPNEU,33,7/22/2021,NUFL BAN,,,,,6.8,,8/10/2021,42,
97,502661,4,D,5/28/2021,Trt,6/1/2021,4,6/2/2021,5,TRT7,SEV,19,0,A6,0,S,0,0,0,0,0,0,102.6,0,0,,1,0,32,27,6/29/2021,PNEUM           ,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/4/2021,ZUPREVO,BBDIAR,14,6/11/2021,SULFA,BBPNEU,31,6/28/2021,NUFL BAN,,,,,3.8,,7/14/2021,43,
117,502684,3.5,D,5/29/2021,Con,6/1/2021,3,6/2/2021,4,CON7,SEV,18,0,A5,0,S,0,0,1,0,1,0,103.3,2,0,,1,0,44,40,7/12/2021,E.PNEUM/DIARR   ,0,,0,0,,,,1,BBPNEU,0,1,6,2,1,2,6/4/2021,ZUPREVO,BBDIAR,17,6/15/2021,SULFA,BBPNEU,28,6/26/2021,NUFL BAN,BBDIAR,31,6/29/2021,SULFA,4.2,,7/14/2021,43,
105,502670,2.3,D,5/28/2021,Con,6/1/2021,4,6/2/2021,5,CON7,SEV,,,A5,0,N,0,0,1,0,0,1,104.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/4/2021,ZUPREVO,BBDIAR,21,6/18/2021,SULFA,BBPNEU,47,7/14/2021,NUFL BAN,,,,,3.4,10,7/14/2021,43,0.153488372
195,502764,2.4,D,6/4/2021,Con,6/8/2021,4,6/9/2021,5,CON7,SEV,,,A2,0,A,0,0,0,0,1,0,103.4,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/11/2021,ZUPREVO,BBDIAR,19,6/23/2021,SULFA,BBPNEU,36,7/10/2021,NUFL BAN,,,,,2.8,7.8,7/21/2021,43,0.11627907
530,503122,2.7,D,6/29/2021,Con,7/6/2021,7,7/7/2021,8,CON14,FOUR,,,B7,0,A,0,0,0,1,1,1,104.2,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,2,1,2,7/9/2021,ZUPREVO,,,,,,,,,,,,,3,9,8/17/2021,42,0.142857143
144,502711,2.8,D,5/30/2021,Trt,6/8/2021,9,6/9/2021,10,TRT14,FOUR,,,A3,0,S,0,0,1,0,0,0,103.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,2,1,2,6/11/2021,ZUPREVO,BBDIAR,20,6/19/2021,SULFA,BBPNEU,27,6/26/2021,NUFL BAN,,,,,4,12.2,7/21/2021,43,0.190697674
335,502913,2.9,D,6/17/2021,Trt,6/22/2021,5,6/23/2021,6,TRT7,SEV,,,B2,0,A,0,0,1,1,0,0,103,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/25/2021,ZUPREVO,BBDIAR,16,7/3/2021,SULFA,,,,,,,,,3,10.8,8/3/2021,42,0.185714286
356,502938,3,D,6/18/2021,Con,6/22/2021,4,6/23/2021,5,CON7,SEV,,,B2,0,S,0,0,1,1,1,0,103.1,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/25/2021,ZUPREVO,BBDIAR,24,7/12/2021,SULFA T,BBPNEU,25,7/13/2021,NUFL BAN,,,,,2.8,7.8,8/3/2021,42,0.119047619
546,503141,3,D,7/1/2021,Trt,7/6/2021,5,7/7/2021,6,TRT7,SEV,,,B7,0,A,0,0,1,0,1,1,104.7,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,7/9/2021,ZUPREVO,BBDIAR,13,7/14/2021,SULFA,,,,,,,,,3.8,11.4,8/17/2021,42,0.180952381
421,503005,3,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B4,0,L,0,0,1,1,0,1,103.8,3,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,12,2,1,2,7/2/2021,SULFA,BBPNEU,17,7/7/2021,ZUPREVO,,,,,,,,,3.4,7.2,8/10/2021,42,0.09047619
371,502947,3,D,6/18/2021,Trt,6/29/2021,11,6/30/2021,12,TRT14,FOUR,,,B3,0,A,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,2,1,2,7/2/2021,ZUPREVO,BBDIAR,18,7/6/2021,SULFA,,,,,,,,,5.4,10,8/10/2021,42,0.10952381
59,502600,3,D,5/27/2021,Con,6/1/2021,5,6/2/2021,6,CON7,SEV,,,A6,0,S,0,0,1,0,0,1,104.3,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/4/2021,ZUPREVO,BBDIAR,19,6/15/2021,SULFA,BBPNEU,28,6/24/2021,NUFL BAN,,,,,3.6,10.4,7/14/2021,43,0.158139535
551,503148,3,D,7/2/2021,Con,7/6/2021,4,7/7/2021,5,CON7,SEV,,,B7,0,S,0,0,1,0,0,1,104.2,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,7/9/2021,ZUPREVO,,,,,,,,,,,,,3.2,8.2,8/17/2021,42,0.119047619
276,502847,3,D,6/13/2021,Trt,6/22/2021,9,6/23/2021,10,TRT14,FOUR,,,B,0,S,0,0,1,0,0,0,102.7,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,2,1,2,6/25/2021,ZUPREVO,BBDIAR,17,6/30/2021,SULFA,BBPNEU,30,7/13/2021,NUFL BAN,,,,,4.8,10.8,8/3/2021,42,0.142857143
418,502999,3.1,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B4,0,L,0,0,1,0,1,1,103.7,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU/BBDIAR,1,1,12,2,1,2,7/2/2021,ZUPREVO/SULFA,BBPNEU,25,7/15/2021,NUFL BAN,,,,,,,,,4,9.2,8/10/2021,42,0.123809524
210,502779,3.1,D,6/6/2021,Trt,6/15/2021,9,6/15/2021,9,TRT14,FOUR,,,A1,0,S,0,0,1,0,1,0,103.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,2,1,2,6/17/2021,ZUPREVO,BBPNEU,30,7/6/2021,NUFL BAN,BBDIAR,30,7/6/2021,SULFA,,,,,3.8,6.8,7/28/2021,43,0.069767442
259,502829,3.1,D,6/12/2021,Trt,6/22/2021,10,6/23/2021,11,TRT14,FOUR,,,B,0,S,0,0,1,0,0,1,103.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,2,1,2,6/25/2021,ZUPREVO,BBDIAR,14,6/26/2021,SULFA,,,,,,,,,5,11.8,8/3/2021,42,0.161904762
180,502748,3.2,D,6/3/2021,Con,6/8/2021,5,6/9/2021,6,CON7,SEV,,,A2,0,S,1,0,1,0,1,2,105.1,5,1,THS,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/11/2021,ZUPREVO,BBPNEU,38,7/11/2021,NUFL BAN,,,,,,,,,4,11.8,7/21/2021,43,0.181395349
450,503027,3.2,D,6/21/2021,Trt,6/29/2021,8,6/30/2021,9,TRT14,FOUR,,,B5,0,S,0,0,1,1,0,0,102.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,2,1,2,7/2/2021,ZUPREVO,BBDIAR,18,7/9/2021,SULFA,,,,,,,,,4.8,12.2,8/10/2021,42,0.176190476
478,503080,3.2,D,6/24/2021,Con,6/29/2021,5,6/30/2021,6,CON7,SEV,,,B5,0,S,0,0,0,0,1,0,103.2,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,7/2/2021,ZUPREVO,BBDIAR,17,7/11/2021,SULFA,,,,,,,,,4.2,11.6,8/10/2021,42,0.176190476
538,503130,3.2,D,6/30/2021,Con,7/6/2021,6,7/7/2021,7,CON7,SEV,,,B7,0,N,0,0,0,0,0,1,104,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,2,1,2,7/9/2021,ZUPREVO,BBDIAR,10,7/10/2021,SULFA,,,,,,,,,4.2,10.6,8/17/2021,42,0.152380952
308,502879,3.2,D,6/15/2021,Trt,6/22/2021,7,6/23/2021,8,TRT14,FOUR,,,B1,0,A,0,0,0,0,0,0,103.3,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,2,1,2,6/25/2021,ZUPREVO,BBDIAR,18,7/3/2021,SULFA,,,,,,,,,4.2,10.6,8/3/2021,42,0.152380952
354,502935,3.2,D,6/18/2021,Trt,6/22/2021,4,6/23/2021,5,TRT7,SEV,,,B2,0,S,0,0,0,0,0,0,102.9,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/25/2021,ZUPREVO,BBPNEU,20,7/8/2021,NUFL BAN,BBDIAR,31,7/19/2021,SULFA T,,,,,2.6,7.2,8/3/2021,42,0.10952381
192,502761,3.4,D,6/3/2021,Trt,6/15/2021,12,6/15/2021,12,TRT14,FOUR,,,A1,0,S,0,0,1,0,1,0,102.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,2,1,2,6/17/2021,ZUPREVO,BBDIAR,22,6/25/2021,SULFA,BBPNEU,41,7/14/2021,NUFL BAN,,,,,5.6,10.6,7/28/2021,43,0.11627907
294,502865,3.4,D,6/14/2021,Trt,6/22/2021,8,6/23/2021,9,TRT14,FOUR,,,B1,0,S,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,2,1,2,6/25/2021,ZUPREVO,BBPNEU,22,7/6/2021,NUFL BAN,,,,,,,,,4.8,11.2,8/3/2021,42,0.152380952
325,502896,3.4,D,6/16/2021,Con,6/22/2021,6,6/23/2021,7,CON7,SEV,,,B2,0,S,0,0,1,1,0,0,102.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,2,1,2,6/25/2021,ZUPREVO,BBDIAR,21,7/7/2021,SULFA,BBPNEU,28,7/14/2021,NUFL BAN,,,,,3,9,8/3/2021,42,0.142857143
556,503153,3.4,D,7/2/2021,Trt,7/6/2021,4,7/7/2021,5,TRT7,SEV,,,B7,0,N,0,0,0,0,1,1,104.2,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,7/9/2021,ZUPREVO,,,,,,,,,,,,,3.8,13.8,8/17/2021,42,0.238095238
380,502959,3.4,D,6/19/2021,Trt,6/29/2021,10,6/30/2021,11,TRT14,FOUR,,,B3,0,A,0,0,0,1,0,1,103.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,2,1,2,7/2/2021,ZUPREVO,BBPNEU,28,7/17/2021,NUFL BAN,,,,,,,,,5.2,10.8,8/10/2021,42,0.133333333
515,503105,3.4,D,6/27/2021,Trt,7/6/2021,9,7/7/2021,10,TRT14,FOUR,,,B6,0,L,0,0,0,0,0,1,105,1,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,12,2,1,2,7/9/2021,SULFA,BBPNEU,16,7/13/2021,ZUPREVO,,,,,,,,,4.8,12,8/17/2021,42,0.171428571
534,503126,3.4,D,6/30/2021,Con,7/6/2021,6,7/7/2021,7,CON7,SEV,,,B7,0,A,0,0,0,1,0,0,103.4,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,2,1,2,7/9/2021,ZUPREVO,BBDIAR,14,7/14/2021,SULFA,,,,,,,,,2.8,10.4,8/17/2021,42,0.180952381
553,503150,3.4,D,7/2/2021,Con,7/6/2021,4,7/7/2021,5,CON7,SEV,,,B7,0,A,0,0,0,0,0,1,105,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,7/9/2021,ZUPREVO,,,,,,,,,,,,,3.8,10.4,8/17/2021,42,0.157142857
505,503093,3.4,D,6/25/2021,Trt,7/6/2021,11,7/7/2021,12,TRT14,FOUR,,,B6,0,N,0,0,0,0,0,0,103.3,0,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,14,2,1,2,7/9/2021,SULFA,BBPNEU,19,7/14/2021,ZUPREVO,,,,,,,,,3.8,10,8/17/2021,42,0.147619048
358,502940,3.5,D,6/18/2021,Con,6/22/2021,4,6/23/2021,5,CON7,SEV,,,B2,0,S,0,1,1,0,0,1,103.6,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/25/2021,ZUPREVO,BBDIAR,21,7/9/2021,SULFA,BBPNEU,33,7/21/2021,NUFL BAN,,,,,3.4,9.6,8/3/2021,42,0.147619048
148,502716,3.5,D,5/30/2021,Con,6/8/2021,9,6/9/2021,10,CON14,FOUR,,,A3,0,N,0,0,1,0,0,1,104.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,2,1,2,6/11/2021,ZUPREVO,BBDIAR,41,7/10/2021,SULFA T,BBPNEU,55,7/24/2021,NUFL BAN,,,,,4.4,13,7/21/2021,43,0.2
191,502760,3.5,D,6/3/2021,Con,6/8/2021,5,6/9/2021,6,CON7,SEV,,,A2,0,S,0,0,0,0,1,0,103.4,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/11/2021,ZUPREVO,BBDIAR,13,6/16/2021,SULFA,BBPNEU,35,7/8/2021,NUFL BAN,,,,,4.2,10.8,7/21/2021,43,0.153488372
299,502870,3.5,D,6/14/2021,Con,6/22/2021,8,6/23/2021,9,CON14,FOUR,,,B1,0,S,0,0,0,1,0,0,103,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,2,1,2,6/25/2021,ZUPREVO,BBDIAR,15,6/29/2021,SULFA,BBPNEU,24,7/8/2021,NUFL BAN,,,,,4.2,10.4,8/3/2021,42,0.147619048
46,502583,3.6,D,5/26/2021,Trt,6/1/2021,6,6/2/2021,7,TRT7,SEV,,,A5,0,S,0,0,1,0,1,0,103.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,2,1,2,6/4/2021,ZUPREVO,BBDIAR,20,6/15/2021,SULFA,,,,,,,,,5.4,14.6,7/14/2021,43,0.213953488
400,502996,3.6,D,6/20/2021,Con,6/29/2021,9,6/30/2021,10,CON14,FOUR,,,B3,0,A,0,0,1,0,0,1,103.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,2,1,2,7/2/2021,ZUPREVO,BBDIAR,13,7/3/2021,SULFA,BBPNEU,22,7/12/2021,NUFL BAN,,,,,6.2,9.6,8/10/2021,42,0.080952381
152,502720,3.6,D,5/31/2021,Con,6/8/2021,8,6/9/2021,9,CON14,FOUR,,,A2,0,N,0,0,1,0,0,0,103.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,2,1,2,6/11/2021,ZUPREVO,BBDIAR,42,7/12/2021,SULFA T,,,,,,,,,4.6,11.8,7/21/2021,43,0.16744186
524,503115,3.7,D,6/28/2021,Trt,7/6/2021,8,7/7/2021,9,TRT14,FOUR,,,B7,0,S,0,0,2,0,2,0,103,4,1,THS,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,2,1,2,7/9/2021,ZUPREVO,BBDIAR,16,7/14/2021,SULFA,,,,,,,,,3,10,8/17/2021,42,0.166666667
8,104887,3.7,B,5/30/2021,Trt,6/8/2021,9,6/9/2021,10,TRT14,FOUR,,,A3,0,N,0,0,1,1,1,0,103.5,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,2,1,2,6/11/2021,ZUPREVO,BBDIAR,20,6/19/2021,SULFA,,,,,,,,,4.2,12.8,7/21/2021,43,0.2
353,502934,3.7,D,6/18/2021,Con,6/22/2021,4,6/23/2021,5,CON7,SEV,,,B2,0,S,0,0,1,1,1,0,103.1,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/25/2021,ZUPREVO,BBDIAR,15,7/3/2021,SULFA T,BBPNEU,24,7/12/2021,NUFL BAN,,,,,2.8,9.4,8/3/2021,42,0.157142857
56,502597,3.9,D,5/27/2021,Trt,6/1/2021,5,6/2/2021,6,TRT7,SEV,,,A6,0,S,0,0,1,0,0,0,103.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/4/2021,ZUPREVO,BBDIAR,18,6/14/2021,SULFA,BBPNEU,31,6/27/2021,NUFL BAN,,,,,3.8,8.8,7/14/2021,43,0.11627907
100,502664,3.9,D,5/28/2021,Con,6/1/2021,4,6/2/2021,5,CON7,SEV,,,A6,0,N,0,0,1,0,0,0,102.4,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/4/2021,ZUPREVO,BBPNEU,28,6/25/2021,NUFL BAN,BBDIAR,35,7/2/2021,SULFA,,,,,3.8,13,7/14/2021,43,0.213953488
198,502767,3.9,D,6/4/2021,Trt,6/8/2021,4,6/9/2021,5,TRT7,SEV,,,A2,0,S,0,0,0,0,0,1,104.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/11/2021,ZUPREVO,BBDIAR,20,6/24/2021,SULFA,BBPNEU,36,7/10/2021,NUFL BAN,,,,,4.8,8.2,7/21/2021,43,0.079069767
471,503060,4,D,6/23/2021,Con,6/29/2021,6,6/30/2021,7,CON7,SEV,,,B5,0,S,0,0,1,1,0,0,102.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,2,1,2,7/2/2021,ZUPREVO,BBDIAR,18,7/11/2021,SULFA,,,,,,,,,4.2,10.4,8/10/2021,42,0.147619048
275,502846,4,D,6/13/2021,Con,6/22/2021,9,6/23/2021,10,CON14,FOUR,,,B,0,N,0,0,1,0,0,0,102.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,2,1,2,6/25/2021,ZUPREVO,BBPNEU,34,7/17/2021,NUFL BAN,BBDIAR,41,7/24/2021,SULFA,,,,,5.4,11.6,8/3/2021,42,0.147619048
41,502576,4,D,5/26/2021,Con,6/1/2021,6,6/2/2021,7,CON7,SEV,,,A6,0,A,0,0,0,0,0,0,103,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,2,1,2,6/4/2021,ZUPREVO,BBPNEU,30,6/25/2021,NUFL BAN,BBDIAR,38,7/3/2021,SULFA,,,,,3.6,9.4,7/14/2021,43,0.134883721
386,502973,4.2,D,6/19/2021,Trt,6/29/2021,10,6/30/2021,11,TRT14,FOUR,,,B3,0,A,0,0,1,0,0,0,103.5,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,2,1,2,7/2/2021,ZUPREVO,BBDIAR,17,7/6/2021,SULFA,BBPNEU,26,7/15/2021,NUFL BAN,,,,,6.8,14,8/10/2021,42,0.171428571
156,502724,4.3,D,5/31/2021,Con,6/8/2021,8,6/9/2021,9,CON14,FOUR,,,A3,0,S,0,0,0,0,0,1,104.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,11,2,1,2,6/11/2021,SULFA,BBPNEU,20,6/20/2021,ZUPREVO,,,,,,,,,4.6,15,7/21/2021,43,0.241860465
188,502757,4.4,D,6/3/2021,Trt,6/8/2021,5,6/9/2021,6,TRT7,SEV,,,A2,0,S,0,0,1,0,0,0,103.5,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/11/2021,ZUPREVO,BBPNEU,45,7/18/2021,NUFL BAN,,,,,,,,,5,13.8,7/21/2021,43,0.204651163
200,502769,4.5,D,6/4/2021,Trt,6/8/2021,4,6/9/2021,5,TRT7,SEV,,,A2,0,S,0,0,1,0,1,1,104.2,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,2,1,2,6/11/2021,ZUPREVO,BBDIAR,14,6/18/2021,SULFA,BBPNEU,37,7/11/2021,NUFL BAN,,,,,5,11,7/21/2021,43,0.139534884
185,502754,4.7,D,6/3/2021,Con,6/8/2021,5,6/9/2021,6,CON7,SEV,,,A2,0,S,0,0,0,0,0,0,103.5,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,2,1,2,6/11/2021,ZUPREVO,BBDIAR,18,6/21/2021,SULFA,BBPNEU,28,7/1/2021,NUFL BAN,,,,,5,12.8,7/21/2021,43,0.181395349
165,502733,5.1,D,6/1/2021,Trt,6/8/2021,7,6/9/2021,8,TRT14,FOUR,,,A3,0,L,0,0,0,0,0,0,103,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,2,1,2,6/11/2021,ZUPREVO,BBDIAR,13,6/14/2021,SULFA,BBPNEU,33,7/4/2021,NUFL BAN,,,,,5.2,11.2,7/21/2021,43,0.139534884
159,502727,2.5,D,5/31/2021,Trt,6/8/2021,8,6/9/2021,9,TRT14,FOUR,,,A3,0,S,0,0,0,0,0,0,102.9,0,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/7/2021,ZUPREVO,1,BBDIAR,1,0,12,3,1,3,6/12/2021,SULFA,BBPNEU,52,7/22/2021,NUFL BAN,,,,,,,,,3.2,9.4,7/21/2021,43,0.144186047
290,502861,3,D,6/13/2021,Trt,6/22/2021,9,6/23/2021,10,TRT14,FOUR,,,B1,0,S,0,0,1,0,0,0,103.1,1,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/21/2021,ZUPREVO,1,BBDIAR,1,0,13,3,1,3,6/26/2021,SULFA,BBPNEU,29,7/12/2021,NUFL BAN,,,,,,,,,4.8,10,8/3/2021,42,0.123809524
422,503007,3.3,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B4,0,S,0,0,1,0,0,0,102.4,1,0,,0,0,,50,,,1,BBPNEU,0,1,9,6/29/2021,ZUPREVO,1,BBDIAR,1,0,13,3,1,3,7/3/2021,SULFA,BBPNEU,35,7/25/2021,NUFL BAN,,,,,,,,,3.2,11.4,8/10/2021,42,0.195238095
296,502867,3.3,D,6/14/2021,Trt,6/22/2021,8,6/23/2021,9,TRT14,FOUR,,,B1,0,S,0,0,0,0,0,0,102.6,0,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/21/2021,ZUPREVO,1,BBDIAR,1,0,12,3,1,3,6/26/2021,SULFA,BBPNEU,25,7/9/2021,NUFL BAN,,,,,,,,,4.6,9.2,8/3/2021,42,0.10952381
143,502710,3.5,D,5/30/2021,Con,6/8/2021,9,6/9/2021,10,CON14,FOUR,,,A4,0,S,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,1,BBDIAR,1,0,8,6/7/2021,SULFA,1,BBPNEU,0,1,13,3,1,3,6/12/2021,ZUPREVO,,,,,,,,,,,,,4.8,10.4,7/21/2021,43,0.130232558
208,502777,3.6,D,6/6/2021,Trt,6/15/2021,9,6/15/2021,9,TRT14,FOUR,,,A1,0,S,0,0,1,0,0,0,102.4,1,0,,0,0,,50,,,1,BBPNEU,0,1,9,6/15/2021,ZUPREVO,1,BBDIAR,1,0,12,3,1,3,6/18/2021,SULFA,BBPNEU,38,7/14/2021,NUFL BAN,,,,,,,,,5,12.2,7/28/2021,43,0.16744186
514,503104,3.6,D,6/27/2021,Con,7/6/2021,9,7/7/2021,10,CON14,FOUR,,,B6,0,A,0,0,1,0,0,0,103.1,1,0,,0,0,,50,,,1,BBPNEU,0,1,9,7/6/2021,ZUPREVO,1,BBDIAR,1,0,13,3,1,3,7/10/2021,SULFA,,,,,,,,,,,,,4.4,8.2,8/17/2021,42,0.09047619
