obs,Kidid,bwtkg,Sex,BDAT,Treatment,Date,DIAenroll,DisDay,DIADis,TRT,TRT2,Deadvsdis,Died2wyn,pen,week,Breed,Mentation,bodyposture,resp,bellyfill,fecal,rectal_temp,temp,Total_HS,ExYN10,Exreason,Dead_YN10,Dead_3wYN10,dieage,DFDDie,dieddat,diereason,trt0yn10,Trt0Event,Trt0diar,Trt0pneu,Trt0Age,Trt0dat,Trt0rem,trt1yn10,Trt1Event,Trt1diar,Trt1pneu,Trt1Age,DFDT1,trt1yn10threewk,DFDT1threewk,Trt1dat,Trt1rem,Trt2Event,Trt2Age,Trt2dat,Trt2rem,Trt3Event,Trt3Age,Trt3dat,Trt3rem,Ttr4Even,Trt4Age,Trt4dat,Trt4rem,weight,6wkwt,6wkdat,time,adg
388,502978,3.8,D,6/19/2021,Con,6/29/2021,10,6/30/2021,11,CON14,FOUR,,,B3,0,S,0,0,1,0,1,0,103.4,2,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/26/2021,ZUPREVO,1,BBDIAR,1,0,14,3,1,3,7/3/2021,SULFA,BBPNEU,19,7/8/2021,NUFL BAN,,,,,,,,,6.6,,8/10/2021,42,
528,503120,3.8,D,6/29/2021,Con,7/6/2021,7,7/7/2021,8,CON14,FOUR,,,B7,0,A,0,0,0,0,0,1,104.1,1,0,,0,0,,50,,,1,BBPNEU,0,1,6,7/5/2021,ZUPREVO,1,BBDIAR,1,0,11,3,1,3,7/10/2021,SULFA,,,,,,,,,,,,,4.6,12.2,8/17/2021,42,0.180952381
304,502875,4.6,D,6/14/2021,Trt,6/22/2021,8,6/23/2021,9,TRT14,FOUR,,,B1,0,A,0,0,0,0,0,0,102.9,0,0,,0,0,,50,,,1,BBPNEU,0,1,8,6/22/2021,ZUPREVO,1,BBDIAR,1,0,12,3,1,3,6/26/2021,SULFA,,,,,,,,,,,,,5.4,11.6,8/3/2021,42,0.147619048
196,502765,2.5,D,6/4/2021,Trt,6/8/2021,4,6/9/2021,5,TRT7,SEV,19,1,A2,0,A,0,0,1,0,0,0,103.4,1,0,,1,1,14,9,6/18/2021,E.POLYTRS       ,0,,0,0,,,,1,BBPNEU,0,1,8,3,1,3,6/12/2021,ZUPREVO,,,,,,,,,,,,,2.8,,7/21/2021,43,
10,104933,4.1,B,5/28/2021,Trt,6/1/2021,4,6/2/2021,5,TRT7,SEV,19,1,A6,0,N,0,0,1,0,1,1,103.8,3,0,,1,1,15,10,6/12/2021,PNEUM           ,0,,0,0,,,,1,BBPNEU,0,1,8,3,1,3,6/5/2021,ZUPREVO,,,,,,,,,,,,,4.2,,7/14/2021,43,
132,502699,2.5,D,5/29/2021,Trt,6/8/2021,10,6/9/2021,11,TRT14,FOUR,25,1,A4,0,A,0,0,1,0,1,0,103.4,2,0,,1,1,23,12,6/21/2021,ENTEROTOXEMIA   ,0,,0,0,,,,1,BBPNEU,0,1,14,3,1,3,6/12/2021,ZUPREVO,,,,,,,,,,,,,4,,7/21/2021,43,
238,502808,3.1,D,6/9/2021,Con,6/15/2021,6,6/15/2021,6,CON7,SEV,20,1,A1,0,A,0,0,1,0,0,0,102.6,1,0,,1,1,20,14,6/29/2021,E.BELLY INFECCTI,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/18/2021,ZUPREVO,BBDIAR,14,6/23/2021,SULFA,,,,,,,,,3.4,,7/28/2021,43,
121,502688,2.4,D,5/29/2021,Con,6/8/2021,10,6/9/2021,11,CON14,FOUR,25,0,A4,0,S,0,1,1,1,0,0,103.2,3,0,,1,0,44,33,7/12/2021,E.PNEUM         ,0,,0,0,,,,1,BBPNEU,0,1,14,3,1,3,6/12/2021,ZUPREVO,BBDIAR,19,6/17/2021,SULFA,BBPNEU,31,6/29/2021,NUFL BAN,,,,,4,,7/21/2021,43,
92,502636,2.7,D,5/28/2021,Con,6/8/2021,11,6/9/2021,12,CON14,FOUR,26,0,A3,0,N,0,0,0,0,0,0,102.4,0,0,,1,0,45,33,7/12/2021,E.PNEUM         ,0,,0,0,,,,1,BBPNEU,0,1,15,3,1,3,6/12/2021,ZUPREVO,BBDIAR,30,6/27/2021,SULFA,BBPNEU,40,7/7/2021,NUFL BAN,,,,,4.2,,7/21/2021,43,
559,503163,2.3,D,7/3/2021,Trt,7/6/2021,3,7/7/2021,4,TRT7,SEV,,,B7,0,N,0,0,1,1,0,1,103.8,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,3,1,3,7/10/2021,ZUPREVO,,,,,,,,,,,,,2.8,9.2,8/17/2021,42,0.152380952
164,502732,2.3,D,6/1/2021,Con,6/8/2021,7,6/9/2021,8,CON14,FOUR,,,A2,0,A,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,6/12/2021,ZUPREVO,,,,,,,,,,,,,3.8,11,7/21/2021,43,0.16744186
526,503117,2.7,D,6/28/2021,Trt,7/6/2021,8,7/7/2021,9,TRT14,FOUR,,,B7,0,T,0,0,1,0,1,0,103.5,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,3,1,3,7/10/2021,ZUPREVO,BBDIAR,16,7/14/2021,SULFA,,,,,,,,,3.4,11,8/17/2021,42,0.180952381
212,502781,2.7,D,6/7/2021,Trt,6/15/2021,8,6/15/2021,8,TRT14,FOUR,,,A1,0,A,0,0,0,0,0,1,103.6,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,6/18/2021,ZUPREVO,BBPNEU,39,7/16/2021,NUFL BAN,,,,,,,,,4.2,9,7/28/2021,43,0.111627907
464,503051,2.9,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B5,0,S,0,0,1,0,0,0,103,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,7/3/2021,ZUPREVO,BBDIAR,29,7/21/2021,SULFA T,BBPNEU,34,7/26/2021,NUFL BAN,,,,,3.4,11.4,8/10/2021,42,0.19047619
387,502974,2.9,D,6/19/2021,Con,6/29/2021,10,6/30/2021,11,CON14,FOUR,,,B3,0,A,0,0,0,0,1,0,103,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,3,1,3,7/3/2021,ZUPREVO,,,,,,,,,,,,,5.4,12.8,8/10/2021,42,0.176190476
312,502883,2.9,D,6/15/2021,Trt,6/22/2021,7,6/23/2021,8,TRT14,FOUR,,,B1,0,A,0,0,0,0,0,0,102.6,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,6/26/2021,ZUPREVO,BBDIAR,14,6/29/2021,SULFA,BBPNEU,39,7/24/2021,NUFL BAN,,,,,3.4,9,8/3/2021,42,0.133333333
264,502835,3,D,6/12/2021,Trt,6/22/2021,10,6/23/2021,11,TRT14,FOUR,,,B,0,T,0,0,2,0,0,0,102.4,2,1,RESP,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,14,3,1,3,6/26/2021,SULFA,BBPNEU,25,7/7/2021,ZUPREVO,,,,,,,,,4.4,9,8/3/2021,42,0.10952381
75,502617,3,D,5/28/2021,Trt,6/8/2021,11,6/9/2021,12,TRT14,FOUR,,,A4,0,S,0,0,1,0,1,0,103.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,3,1,3,6/12/2021,ZUPREVO,BBDIAR,34,7/1/2021,SULFA,BBPNEU,37,7/4/2021,NUFL BAN,,,,,5.4,9.2,7/21/2021,43,0.088372093
80,502622,3,D,5/28/2021,Con,6/1/2021,4,6/2/2021,5,CON7,SEV,,,A5,0,S,0,0,1,0,0,1,103.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,3,1,3,6/5/2021,ZUPREVO,BBDIAR,14,6/11/2021,SULFA,BBPNEU,25,6/22/2021,NUFL BAN,,,,,4.2,13,7/14/2021,43,0.204651163
49,502587,3,D,5/26/2021,Trt,6/1/2021,6,6/2/2021,7,TRT7,SEV,,,A5,0,A,0,0,0,0,0,1,103.6,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,3,1,3,6/5/2021,ZUPREVO,BBPNEU,27,6/22/2021,NUFL BAN,,,,,,,,,4.2,8.8,7/14/2021,43,0.106976744
486,503045,3,D,6/22/2021,Trt,7/6/2021,14,7/7/2021,15,TRT14,FOUR,,,B6,0,N,0,0,0,0,0,1,104.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,18,3,1,3,7/10/2021,ZUPREVO,,,,,,,,,,,,,5.2,15.2,8/17/2021,42,0.238095238
487,503061,3.1,D,6/23/2021,Trt,7/6/2021,13,7/7/2021,14,TRT14,FOUR,,,B6,0,A,0,0,1,1,1,0,103.4,3,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,17,3,1,3,7/10/2021,SULFA,,,,,,,,,,,,,4.8,11.8,8/17/2021,42,0.166666667
2,104881,3.2,B,5/29/2021,Trt,6/1/2021,3,6/2/2021,4,TRT7,SEV,,,A5,0,S,1,2,1,0,1,0,102.9,5,1,THS,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,3,1,3,6/5/2021,ZUPREVO,BBDIAR,16,6/14/2021,SULFA,BBPNEU,44,7/12/2021,NUFL BAN,,,,,3.4,10.2,7/14/2021,43,0.158139535
342,502920,3.2,D,6/17/2021,Con,6/22/2021,5,6/23/2021,6,CON7,SEV,,,B2,0,S,0,0,0,1,1,0,103.3,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/26/2021,ZUPREVO,BBPNEU,32,7/19/2021,NUFL BAN,BBDIAR,37,7/24/2021,SULFA,,,,,2.6,8.6,8/3/2021,42,0.142857143
307,502878,3.3,D,6/15/2021,Con,6/22/2021,7,6/23/2021,8,CON14,FOUR,,,B1,0,A,0,0,2,0,1,0,103.1,3,1,RESP,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,6/26/2021,ZUPREVO,BBDIAR,15,6/30/2021,SULFA,,,,,,,,,4.6,11.2,8/3/2021,42,0.157142857
550,503147,3.3,D,7/2/2021,Trt,7/6/2021,4,7/7/2021,5,TRT7,SEV,,,B7,0,S,0,0,1,1,1,0,103,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,3,1,3,7/10/2021,ZUPREVO,BBDIAR,12,7/14/2021,SULFA,,,,,,,,,3.8,10,8/17/2021,42,0.147619048
138,502705,3.3,D,5/30/2021,Trt,6/8/2021,9,6/9/2021,10,TRT14,FOUR,,,A2,0,S,0,0,1,0,0,1,103.9,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,3,1,3,6/12/2021,ZUPREVO,BBDIAR,36,7/5/2021,SULFA,BBPNEU,42,7/11/2021,NUFL BAN,,,,,3.6,10.2,7/21/2021,43,0.153488372
127,502694,3.4,D,5/29/2021,Con,6/8/2021,10,6/9/2021,11,CON14,FOUR,,,A4,0,S,0,0,1,0,0,1,104.1,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,3,1,3,6/12/2021,ZUPREVO,BBDIAR,16,6/14/2021,SULFA,,,,,,,,,5.2,12.2,7/21/2021,43,0.162790698
398,502993,3.4,D,6/20/2021,Trt,6/29/2021,9,6/30/2021,10,TRT14,FOUR,,,B3,0,S,0,0,1,0,0,0,102.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,3,1,3,7/3/2021,ZUPREVO,BBPNEU,30,7/20/2021,NUFL BAN,,,,,,,,,5.2,11.8,8/10/2021,42,0.157142857
150,502718,3.5,D,5/31/2021,Con,6/8/2021,8,6/9/2021,9,CON14,FOUR,,,A3,0,S,0,0,1,0,0,1,103.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,3,1,3,6/12/2021,ZUPREVO,,,,,,,,,,,,,4,13,7/21/2021,43,0.209302326
130,502697,3.5,D,5/29/2021,Trt,6/8/2021,10,6/9/2021,11,TRT14,FOUR,,,A3,0,S,0,0,1,0,0,0,103.4,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,3,1,3,6/12/2021,ZUPREVO,BBDIAR,17,6/15/2021,SULFA,BBPNEU,35,7/3/2021,NUFL BAN,,,,,4.6,13.6,7/21/2021,43,0.209302326
331,502905,3.5,D,6/16/2021,Trt,6/22/2021,6,6/23/2021,7,TRT7,SEV,,,B2,0,N,0,0,1,0,0,0,102.6,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,3,1,3,6/26/2021,ZUPREVO,BBDIAR,14,6/30/2021,SULFA,BBDIAR,38,7/24/2021,SULFA,,,,,4,11.4,8/3/2021,42,0.176190476
311,502882,3.5,D,6/15/2021,Con,6/22/2021,7,6/23/2021,8,CON14,FOUR,,,B1,0,S,0,0,0,0,1,0,102.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,6/26/2021,ZUPREVO,BBDIAR,15,6/30/2021,SULFA,BBPNEU,32,7/17/2021,NUFL BAN,,,,,4.2,13.4,8/3/2021,42,0.219047619
494,503077,3.5,D,6/24/2021,Trt,7/6/2021,12,7/7/2021,13,TRT14,FOUR,,,B6,0,A,0,0,0,0,0,1,104.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,16,3,1,3,7/10/2021,SULFA,BBPNEU,19,7/13/2021,ZUPREVO,,,,,,,,,5,12.4,8/17/2021,42,0.176190476
242,502812,3.6,D,6/10/2021,Con,6/15/2021,5,6/15/2021,5,CON7,SEV,,,A1,0,T,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,3,1,3,6/18/2021,ZUPREVO,BBDIAR,19,6/29/2021,SULFA,BBPNEU,26,7/6/2021,NUFL BAN,,,,,4.4,10.2,7/28/2021,43,0.134883721
457,503042,3.6,D,6/22/2021,Con,6/29/2021,7,6/30/2021,8,CON14,FOUR,,,B5,0,N,0,0,1,0,0,0,103,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,7/3/2021,ZUPREVO,BBDIAR,16,7/8/2021,SULFA,,,,,,,,,3.8,12.2,8/10/2021,42,0.2
236,502805,3.7,D,6/9/2021,Trt,6/15/2021,6,6/15/2021,6,TRT7,SEV,,,A1,0,N,0,1,1,0,0,1,104.3,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/18/2021,ZUPREVO,,,,,,,,,,,,,4.8,11.2,7/28/2021,43,0.148837209
19,502491,3.7,D,5/23/2021,Trt,6/1/2021,9,6/2/2021,10,TRT14,FOUR,,,A5,0,S,0,0,1,0,1,0,103.3,2,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,13,3,1,3,6/5/2021,SULFA,BBPNEU,18,6/10/2021,ZUPREVO,BBPNEU,32,6/24/2021,NUFL BAN,,,,,4.6,11.4,7/14/2021,43,0.158139535
162,502730,3.7,D,6/1/2021,Con,6/8/2021,7,6/9/2021,8,CON14,FOUR,,,A3,0,A,0,0,1,0,0,1,103.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,6/12/2021,ZUPREVO,BBDIAR,23,6/24/2021,SULFA,BBPNEU,43,7/14/2021,NUFL BAN,,,,,4.4,12.4,7/21/2021,43,0.186046512
74,502616,3.8,D,5/27/2021,Con,6/1/2021,5,6/2/2021,6,CON7,SEV,,,A6,0,S,0,0,1,0,1,1,103.8,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/5/2021,ZUPREVO,BBDIAR,15,6/11/2021,SULFA,BBPNEU,31,6/27/2021,NUFL BAN,,,,,4.2,13.2,7/14/2021,43,0.209302326
332,502909,3.8,D,6/17/2021,Trt,6/22/2021,5,6/23/2021,6,TRT7,SEV,,,B2,0,S,0,0,1,1,1,0,103,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/26/2021,ZUPREVO,BBDIAR,15,7/2/2021,SULFA,BBPNEU,25,7/12/2021,NUFL BAN,,,,,3,10,8/3/2021,42,0.166666667
557,503154,3.8,D,7/2/2021,Con,7/6/2021,4,7/7/2021,5,CON7,SEV,,,B7,0,S,0,0,1,1,0,1,104.4,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,8,3,1,3,7/10/2021,ZUPREVO,BBDIAR,10,7/12/2021,SULFA,BBPNEU,21,7/23/2021,NUFL BAN,,,,,3.2,9.4,8/17/2021,42,0.147619048
182,502751,3.9,D,6/3/2021,Trt,6/8/2021,5,6/9/2021,6,TRT7,SEV,,,A2,0,S,0,0,1,1,1,0,102.7,3,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/12/2021,ZUPREVO,BBPNEU,45,7/18/2021,NUFL BAN,,,,,,,,,3.4,12.6,7/21/2021,43,0.213953488
155,502723,3.9,D,5/31/2021,Trt,6/8/2021,8,6/9/2021,9,TRT14,FOUR,,,A3,0,S,0,0,1,0,0,1,104.4,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,3,1,3,6/12/2021,ZUPREVO,BBDIAR,20,6/20/2021,SULFA,,,,,,,,,4.2,10.2,7/21/2021,43,0.139534884
207,502776,3.9,D,6/5/2021,Con,6/8/2021,3,6/9/2021,4,CON7,SEV,,,A2,0,S,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,3,1,3,6/12/2021,ZUPREVO,BBPNEU,21,6/26/2021,NUFL BAN,,,,,,,,,4.2,6.2,7/21/2021,43,0.046511628
62,502604,3.9,D,5/27/2021,Con,6/8/2021,12,6/9/2021,13,CON14,FOUR,,,A4,0,N,0,0,0,0,0,0,103.4,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,16,3,1,3,6/12/2021,ZUPREVO,BBDIAR,34,6/30/2021,SULFA,BBPNEU,38,7/4/2021,NUFL BAN,,,,,7,12.4,7/21/2021,43,0.125581395
47,502584,4,D,5/26/2021,Con,6/1/2021,6,6/2/2021,7,CON7,SEV,,,A6,0,A,0,0,1,0,1,1,103.8,3,0,,0,0,,50,,,0,,0,0,,,,1,BBDIAR,1,0,10,3,1,3,6/5/2021,SULFA,BBPNEU,25,6/20/2021,ZUPREVO,BBDIAR,35,6/30/2021,SULFA,,,,,5,14.2,7/14/2021,43,0.213953488
454,503039,4,D,6/22/2021,Trt,6/29/2021,7,6/30/2021,8,TRT14,FOUR,,,B5,0,S,0,0,0,1,1,0,103,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,3,1,3,7/3/2021,ZUPREVO,BBDIAR,17,7/9/2021,SULFA,,,,,,,,,5.4,12.2,8/10/2021,42,0.161904762
256,502826,4,D,6/11/2021,Con,6/22/2021,11,6/23/2021,12,CON14,FOUR,,,B,0,L,0,0,1,0,0,0,103.1,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,3,1,3,6/26/2021,ZUPREVO,,,,,,,,,,,,,5.8,,8/3/2021,42,
206,502775,4,D,6/5/2021,Trt,6/8/2021,3,6/9/2021,4,TRT7,SEV,,,A2,0,S,0,0,0,0,0,1,103.7,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,7,3,1,3,6/12/2021,ZUPREVO,BBDIAR,19,6/24/2021,SULFA,,,,,,,,,4.2,10.2,7/21/2021,43,0.139534884
230,502799,4.3,D,6/9/2021,Trt,6/15/2021,6,6/15/2021,6,TRT7,SEV,,,A1,0,S,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU/BBDIAR,1,1,9,3,1,3,6/18/2021,ZUPREVO/SULFA,BBPNEU,24,7/3/2021,NUFL BAN,BBDIAR,32,7/11/2021,SULFA T,,,,,5.4,10.6,7/28/2021,43,0.120930233
131,502698,4.4,D,5/29/2021,Con,6/8/2021,10,6/9/2021,11,CON14,FOUR,,,A4,0,A,0,0,1,0,0,0,103,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,3,1,3,6/12/2021,ZUPREVO,BBDIAR,15,6/13/2021,SULFA,BBPNEU,41,7/9/2021,NUFL BAN,,,,,6.8,11.4,7/21/2021,43,0.106976744
339,502917,4.4,D,6/17/2021,Trt,6/22/2021,5,6/23/2021,6,TRT7,SEV,,,B2,0,S,0,0,1,0,0,0,103.2,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,9,3,1,3,6/26/2021,ZUPREVO,BBDIAR,17,7/4/2021,SULFA,BBPNEU,32,7/19/2021,NUFL BAN,,,,,3.6,10.8,8/3/2021,42,0.171428571
147,502715,4.6,D,5/30/2021,Trt,6/8/2021,9,6/9/2021,10,TRT14,FOUR,,,A3,0,N,0,0,0,0,0,0,103.4,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,3,1,3,6/12/2021,ZUPREVO,BBDIAR,26,6/25/2021,SULFA,BBPNEU,41,7/10/2021,NUFL BAN,,,,,4.2,13.2,7/21/2021,43,0.209302326
176,502744,4.7,D,6/2/2021,Con,6/8/2021,6,6/9/2021,7,CON7,SEV,,,A2,0,S,0,0,0,0,0,1,103.9,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,3,1,3,6/12/2021,ZUPREVO,BBDIAR,19,6/21/2021,SULFA,BBPNEU,36,7/8/2021,NUFL BAN,,,,,5.8,14.4,7/21/2021,43,0.2
521,503092,2.8,D,6/25/2021,Con,7/6/2021,11,7/7/2021,12,CON14,FOUR,,,B7,0,S,0,0,1,0,0,1,104.2,2,0,,0,0,,50,,,1,BBPNEU,0,1,9,7/4/2021,ZUPREVO,1,BBDIAR,1,0,16,4,1,4,7/11/2021,SULFA,,,,,,,,,,,,,3.8,11.2,8/17/2021,42,0.176190476
266,502837,3.7,D,6/12/2021,Trt,6/22/2021,10,6/23/2021,11,TRT14,FOUR,,,B,0,S,0,0,1,0,1,0,102.9,2,0,,0,0,,50,,,1,BBPNEU,0,1,7,6/19/2021,ZUPREVO,1,BBDIAR,1,0,15,4,1,4,6/27/2021,SULFA,BBPNEU,25,7/7/2021,NUFL BAN,,,,,,,,,4.8,12.6,8/3/2021,42,0.185714286
189,502758,2.5,D,6/3/2021,Con,6/8/2021,5,6/9/2021,6,CON7,SEV,,,A2,0,T,0,0,2,0,0,1,103.9,3,1,RESP,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,4,1,4,6/13/2021,ZUPREVO,BBDIAR,15,6/18/2021,SULFA,BBPNEU,33,7/6/2021,NUFL BAN,,,,,2.6,5.6,7/21/2021,43,0.069767442
224,502793,2.5,D,6/8/2021,Trt,6/15/2021,7,6/15/2021,7,TRT7,SEV,,,A1,0,N,0,0,1,0,0,0,102.8,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/19/2021,ZUPREVO,BBPNEU,36,7/14/2021,NUFL BAN,,,,,,,,,3.4,10.8,7/28/2021,43,0.172093023
476,503068,2.6,D,6/24/2021,Con,6/29/2021,5,6/30/2021,6,CON7,SEV,,,B5,0,S,1,0,1,0,0,0,102.7,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,4,1,4,7/4/2021,ZUPREVO,BBDIAR,14,7/8/2021,SULFA,,,,,,,,,3.8,9.2,8/10/2021,42,0.128571429
458,503044,2.9,D,6/22/2021,Con,6/29/2021,7,6/30/2021,8,CON14,FOUR,,,B5,0,S,0,1,0,1,0,0,103.4,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,12,4,1,4,7/4/2021,ZUPREVO,BBDIAR,32,7/24/2021,SULFA,,,,,,,,,4.4,10.4,8/10/2021,42,0.142857143
111,502678,2.9,D,5/29/2021,Con,6/8/2021,10,6/9/2021,11,CON14,FOUR,,,A4,0,A,0,0,1,0,0,0,103.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,4,1,4,6/13/2021,ZUPREVO,BBDIAR,17,6/15/2021,SULFA,BBPNEU,36,7/4/2021,NUFL BAN,,,,,4.8,8.2,7/21/2021,43,0.079069767
270,502841,3,D,6/13/2021,Trt,6/22/2021,9,6/23/2021,10,TRT14,FOUR,,,B,0,A,0,0,1,0,0,1,104,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,14,4,1,4,6/27/2021,ZUPREVO,BBDIAR,17,6/30/2021,SULFA,,,,,,,,,4.6,,8/3/2021,42,
344,502923,3,D,6/17/2021,Trt,6/22/2021,5,6/23/2021,6,TRT7,SEV,,,B2,0,A,0,0,1,1,0,0,102.8,2,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,4,1,4,6/27/2021,ZUPREVO,BBPNEU,22,7/9/2021,NUFL BAN,,,,,,,,,3,10.4,8/3/2021,42,0.176190476
26,502530,3,D,5/24/2021,Con,6/1/2021,8,6/2/2021,9,CON14,FOUR,,,A5,0,A,0,0,1,0,0,0,102.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,13,4,1,4,6/6/2021,ZUPREVO,BBPNEU,51,7/14/2021,NUFL BAN,,,,,,,,,3.6,9.4,7/14/2021,43,0.134883721
43,502579,3,D,5/26/2021,Trt,6/1/2021,6,6/2/2021,7,TRT7,SEV,,,A6,0,A,0,0,0,0,0,0,102.5,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/6/2021,ZUPREVO,BBPNEU,28,6/23/2021,NUFL BAN,,,,,,,,,3.2,,7/14/2021,43,
334,502912,3,D,6/17/2021,Con,6/22/2021,5,6/23/2021,6,CON7,SEV,,,B2,0,S,0,0,0,0,0,0,102.8,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,10,4,1,4,6/27/2021,ZUPREVO,BBDIAR,18,7/5/2021,SULFA,BBPNEU,34,7/21/2021,NUFL BAN,,,,,2.8,6.8,8/3/2021,42,0.095238095
406,502966,3,D,6/19/2021,Con,6/29/2021,10,6/30/2021,11,CON14,FOUR,,,B4,0,A,0,0,0,0,0,0,102.6,0,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,15,4,1,4,7/4/2021,ZUPREVO,BBDIAR,21,7/10/2021,SULFA,,,,,,,,,4,11.6,8/10/2021,42,0.180952381
318,502893,3.1,D,6/16/2021,Trt,6/22/2021,6,6/23/2021,7,TRT7,SEV,,,B1,0,A,0,0,2,0,1,1,103.7,4,1,THS,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/27/2021,ZUPREVO,BBDIAR,20,7/6/2021,SULFA,,,,,,,,,3.8,10.2,8/3/2021,42,0.152380952
44,502581,3.1,D,5/26/2021,Trt,6/1/2021,6,6/2/2021,7,TRT7,SEV,,,A5,0,A,0,0,1,0,0,0,103.3,1,0,,0,0,,50,,,0,,0,0,,,,1,BBPNEU,0,1,11,4,1,4,6/6/2021,ZUPREVO,BBPNEU,47,7/12/2021,NUFL BAN,,,,,,,,,3.6,7.4,7/14/2021,43,0.088372093
